 PNAME , OPRNAME , UTLSRVNM ,BANAME, LAT , LON , PLPRMFL , PLFUELCT , CAPFAC , NAMEPCAP 
Minnesota Breeze LLC,Great River Energy,Wolf Wind Project,"Midcontinent Independent Transmission System Operator, Inc..",43.5833,-95.7781,WND,WIND,0.342,1.3
Minnesota River Station,Northern States Power Co - Minnesota,Minnesota Municipal Power Agny,"Midcontinent Independent Transmission System Operator, Inc..",44.795231,-93.581013,NG,GAS,0.002,49
Minnesota Valley,,Northern States Power Co - Minnesota,"Midcontinent Independent Transmission System Operator, Inc..",44.802778,-95.526944,NG,GAS,,46
Minwind,Alliant Energy,Minwind Energy LLC,"Midcontinent Independent Transmission System Operator, Inc..",43.5564,-96.303611,WND,WIND,0.348,3.8
Minwind 3-9,Northern States Power Co - Minnesota,Minwind Energy LLC,"Midcontinent Independent Transmission System Operator, Inc..",43.6383,-96.391944,WND,WIND,0.35,11.5
MNDOT Standby Generation,Northern States Power Co - Minnesota,Ziegler Power Systems,"Midcontinent Independent Transmission System Operator, Inc..",44.9544,-93.1056,DFO,OIL,0.003,2
Montgomery,ITC Midwest LLC,Interstate Power and Light Co,"Midcontinent Independent Transmission System Operator, Inc..",44.4421,-93.565,DFO,OIL,,28.8
Monticello Nuclear Facility,Northern States Power Co - Minnesota,Northern States Power Co - Minnesota,"Midcontinent Independent Transmission System Operator, Inc..",45.3338,-93.8493,NUC,NUCLEAR,0.721,685
Moorhead,City of Moorhead,City of Moorhead - (MN),Western Area Power Administration - Upper Great Plains East,46.853611,-96.731111,DFO,OIL,,10
Moorhead Wind Turbine,City of Moorhead - (MN),City of Moorhead - (MN),Western Area Power Administration - Upper Great Plains East,46.895,-96.7347,WND,WIND,0.134,1.4
Moose Lake,Moose Lake Water & Light Comm,Moose Lake Water & Light Comm,"Midcontinent Independent Transmission System Operator, Inc..",46.4489,-92.7814,DFO,OIL,0.003,10
Mora,City of Mora - (MN),City of Mora - (MN),"Midcontinent Independent Transmission System Operator, Inc..",45.8958,-93.2942,NG,GAS,0.002,13.8
Moraine II Wind LLC,Northern States Power Co - Minnesota,Iberdrola Renewables Inc,"Midcontinent Independent Transmission System Operator, Inc..",44.1238,-96.0784,WND,WIND,0.367,49.5
Moraine Wind LLC,Northern States Power Co - Minnesota,Iberdrola Renewables Inc,"Midcontinent Independent Transmission System Operator, Inc..",44.0667,-96.0667,WND,WIND,0.35,51
Moulton Wind Power,Great River Energy,"EDF Renewable Asset Holdings, Inc.","Midcontinent Independent Transmission System Operator, Inc..",43.9204,-95.955885,WND,WIND,0.342,2
Mountain Lake,City of Mountain Lake - (MN),City of Mountain Lake - (MN),"Midcontinent Independent Transmission System Operator, Inc..",43.9405,-94.9434,WND,WIND,0.049,9.2
Mower County Wind Energy Center,Dairyland Power Coop,FPL Energy Mower County LLC,"Midcontinent Independent Transmission System Operator, Inc..",43.61407,-92.59882,WND,WIND,0.37,98.9
NAE Shaokatan Power,Northern States Power Co - Minnesota,Wind Energy America Inc,"Midcontinent Independent Transmission System Operator, Inc..",44.3989,-96.4178,WND,WIND,,1.6
New Prague,New Prague Utilities Comm,New Prague Utilities Comm,"Midcontinent Independent Transmission System Operator, Inc..",44.5403,-93.5806,NG,GAS, -   ,18.3
New Ulm,Northern States Power Co - Minnesota,New Ulm Public Utilities Comm,"Midcontinent Independent Transmission System Operator, Inc..",44.3159,-94.4581,NG,GAS,0.004,78.5
Nobles Wind Project,Northern States Power Co - Minnesota,Northern States Power Co - Minnesota,"Midcontinent Independent Transmission System Operator, Inc..",43.7036,-95.7131,WND,WIND,0.433,201
North Branch (MN),North Branch Water & Light Comm,North Branch Water & Light Comm,"Midcontinent Independent Transmission System Operator, Inc..",45.5017,-92.9686,DFO,OIL,0.004,13.3
North Star Solar Project,Xcel Energy Inc,North Star Solar PV LLC,"Midcontinent Independent Transmission System Operator, Inc..",45.47,-92.91,SUN,SOLAR,,100
Northeast Station,City of Austin - (MN),City of Austin - (MN),"Midcontinent Independent Transmission System Operator, Inc..",43.7014,-92.9626,NG,GAS, -   ,31.9
Northern Lights Wind LLC,Northern States Power Co - Minnesota,Northern Lights Wind LLC,"Midcontinent Independent Transmission System Operator, Inc..",44.015,-96.4367,WND,WIND,0.375,1.7
Oak Glen Wind Farm,ITC Midwest LLC,Minnesota Municipal Power Agny,"Midcontinent Independent Transmission System Operator, Inc..",43.920556,-93.140555,WND,WIND,0.319,44
Odell Wind Farm,Northern States Power Co,"Enel Green Power NA, Inc.","Midcontinent Independent Transmission System Operator, Inc..",43.853333,-94.931944,WND,WIND,,200
Odin Wind Farm,Great River Energy,Edison Mission Energy,"Midcontinent Independent Transmission System Operator, Inc..",43.8953,-94.9142,WND,WIND,0.374,20
Olmsted Waste Energy,Rochester Public Utilities,Olmsted County Public Works,"Midcontinent Independent Transmission System Operator, Inc..",44.026072,-92.432313,MSW,BIOMASS,0.269,12.1
OREG 3 Inc,ITC Midwest LLC,Ormat Nevada Inc,"Midcontinent Independent Transmission System Operator, Inc..",43.76,-94.7514,WH,OTHF,0.89,5
Owatonna,City of Owatonna - (MN),City of Owatonna - (MN),"Midcontinent Independent Transmission System Operator, Inc..",44.0833,-93.23,NG,GAS,0.002,45
Paynesville Wind Farm,Northern States Power Co,"Paynesville Wind, LLC","Midcontinent Independent Transmission System Operator, Inc..",45.4525,-94.745278,WND,WIND,,95
Perham Incinerator,Otter Tail Power Co,Prairie Lakes Municipal Solid Waste Auth,"Midcontinent Independent Transmission System Operator, Inc..",46.591456,-95.564825,MSW,BIOMASS, -   ,4.5
Pillager,"ALLETE, Inc.","ALLETE, Inc.","Midcontinent Independent Transmission System Operator, Inc..",46.316033,-94.484944,WAT,HYDRO,0.706,1.6
Pleasant Valley Station,Great River Energy,Great River Energy,"Midcontinent Independent Transmission System Operator, Inc..",43.799446,-92.682874,NG,GAS,0.018,467.8
Pleasant Valley Wind Farm,Great River Energy,"Pleasant Valley Wind, LLC","Midcontinent Independent Transmission System Operator, Inc..",43.805,-92.769722,WND,WIND,,200
Poet Biorefining Lake Crystal,South Central Electric Assn,Poet Biorefining Lake Crystal,"Midcontinent Independent Transmission System Operator, Inc..",44.093333,-94.276667,NG,GAS,0.209,7
Prairie Island,Northern States Power Co - Minnesota,Northern States Power Co - Minnesota,"Midcontinent Independent Transmission System Operator, Inc..",44.622,-92.6333,NUC,NUCLEAR,0.807,1186.2
Prairie River,"ALLETE, Inc.","ALLETE, Inc.","Midcontinent Independent Transmission System Operator, Inc..",47.287206,-93.498266,WAT,HYDRO,0.288,1
Prairie Rose Wind Farm,Prairie Rose Wind Farm LLC,"Enel Green Power NA, Inc.","Midcontinent Independent Transmission System Operator, Inc..",43.828217,-96.321567,WND,WIND,0.424,200
Prairie Star Wind Farm,ITC Transmission,High Prairie Wind Farm II LLC,"Midcontinent Independent Transmission System Operator, Inc..",43.6861,-92.6272,WND,WIND,0.406,100.6
Prairie Wind Power LLC,Great River Energy,Exelon Wind LLC,"Midcontinent Independent Transmission System Operator, Inc..",43.5958,-95.3833,WND,WIND,0.446,4
Preston (MN),Dairyland Power Coop,Preston Public Utilities Comm,"Midcontinent Independent Transmission System Operator, Inc..",43.6722,-92.0847,NG,GAS,0.002,4.3
Princeton (MN),Princeton Public Utils Comm,Princeton Public Utils Comm,"Midcontinent Independent Transmission System Operator, Inc..",45.5731,-93.5761,DFO,OIL, -   ,12.5
Rapidan Hydro Facility,Northern States Power Co - Minnesota,Rapidan Redevelopment LLC,"Midcontinent Independent Transmission System Operator, Inc..",44.092689,-94.108817,WAT,HYDRO,0.182,6.8
Rapids Energy Center,"ALLETE, Inc.","ALLETE, Inc.","Midcontinent Independent Transmission System Operator, Inc..",47.234825,-93.537169,WDS,BIOMASS,0.477,28.4
Red Wing,Northern States Power Co - Minnesota,Northern States Power Co - Minnesota,"Midcontinent Independent Transmission System Operator, Inc..",44.5692,-92.516912,MSW,BIOMASS,0.544,23
Redwood Falls,Redwood Falls Public Util Comm,Redwood Falls Public Util Comm,"Midcontinent Independent Transmission System Operator, Inc..",44.5431,-95.1178,DFO,OIL,0.006,9
Redwood Falls Wind,Southern Minnesota Mun P Agny,Southern Minnesota Mun P Agny,"Midcontinent Independent Transmission System Operator, Inc..",44.502778,-95.175,WND,WIND,,3.4
Ridgewind,Xcel Energy Inc,Ridgewind Power Partners LLC,"Midcontinent Independent Transmission System Operator, Inc..",44.018889,-96.065277,WND,WIND,0.396,25.3
Riverside (1927),Northern States Power Co - Minnesota,Northern States Power Co - Minnesota,"Midcontinent Independent Transmission System Operator, Inc..",45.0203,-93.2753,NG,GAS,0.139,824.7
Roadrunner I LLC,Northern States Power Co - Minnesota,Norgard 1,"Midcontinent Independent Transmission System Operator, Inc..",44.290556,-96.433333,WND,WIND,0.342,1.3
Rochester Hydro,Rochester Public Utilities,Rochester Public Utilities,"Midcontinent Independent Transmission System Operator, Inc..",44.212981,-92.480177,WAT,HYDRO,0.513,2.6
Rock Lake CT,Great River Energy,Great River Energy,"Midcontinent Independent Transmission System Operator, Inc..",45.805443,-92.97176,DFO,OIL,0.001,25
Ruthton Ridge LLC,Northern States Power Co - Minnesota,CHI Operations Inc,"Midcontinent Independent Transmission System Operator, Inc..",44.2128,-96.2131,WND,WIND,0.411,1.9
S&P Windfarm LLC,Great River Energy,Brewster,"Midcontinent Independent Transmission System Operator, Inc..",43.651389,-95.3825,WND,WIND,0.256,2
SAF Hydroelectric LLC,Xcel Energy Inc,SAF Hydroelectric LLC,"Midcontinent Independent Transmission System Operator, Inc..",44.978889,-93.247777,WAT,HYDRO,0.46,9.6
Saint Marys Hospital Power Plant,Rochester Public Utilities,St Mary's Hospital,"Midcontinent Independent Transmission System Operator, Inc..",44.09785,-92.479815,NG,GAS,0.399,15.4
Salty Dog I LLC,Northern States Power Co - Minnesota,Norgard 1,"Midcontinent Independent Transmission System Operator, Inc..",44.287778,-96.433333,WND,WIND,0.331,1.3
Salty Dog II LLC,Northern States Power Co - Minnesota,Norgard 1,"Midcontinent Independent Transmission System Operator, Inc..",44.314722,-96.325833,WND,WIND,0.366,1.3
Sappi Cloquet Mill,"ALLETE, Inc.",Sappi Cloquet LLC,"Midcontinent Independent Transmission System Operator, Inc..",46.7243,-92.4298,BLQ,BIOMASS,0.515,96.5
Sartell Dam,Northern States Power Co - Minnesota,Eagle Creek RE LLC,"Midcontinent Independent Transmission System Operator, Inc..",45.617996,-94.200786,WAT,HYDRO,0.01,9.3
Scanlon,"ALLETE, Inc.","ALLETE, Inc.","Midcontinent Independent Transmission System Operator, Inc..",46.709126,-92.421733,WAT,HYDRO,0.406,1.6
Shane's Wind Machine,Northern States Power Co - Minnesota,Cowell,"Midcontinent Independent Transmission System Operator, Inc..",44.1508,-96.1361,WND,WIND,0.737,1.3
Shaokatan Hills LLC,Northern States Power Co - Minnesota,Energy Operations Group LLC (MN),"Midcontinent Independent Transmission System Operator, Inc..",44.421711,-96.434694,WND,WIND,0.352,11.8
Sherburne County,Northern States Power Co - Minnesota,Northern States Power Co - Minnesota,"Midcontinent Independent Transmission System Operator, Inc..",45.3808,-93.8931,SUB,COAL,0.616,2469.3
Sibley Wind,Northern States Power Co,Sibley Wind Substation LLC,"Midcontinent Independent Transmission System Operator, Inc..",44.519167,-94.437778,WND,WIND,,19.5
Silver Bay Power,"ALLETE, Inc.",Cleveland Cliffs Inc,"Midcontinent Independent Transmission System Operator, Inc..",47.286573,-91.260531,SUB,COAL,0.525,131.6
Silver Lake,Rochester Public Utilities,Rochester Public Utilities,"Midcontinent Independent Transmission System Operator, Inc..",44.02818,-92.460377,NG,GAS, -   ,99
Slayton Solar,Northern States Power Co,Ecos Energy LLC,"Midcontinent Independent Transmission System Operator, Inc..",43.980278,-95.767222,SUN,SOLAR,0.178,1.7
Sleepy Eye,Northern States Power Co - Minnesota,Sleepy Eye Public Utility Comm,"Midcontinent Independent Transmission System Operator, Inc..",44.2981,-94.5744,DFO,OIL, -   ,12.9
SMMPA Methane Energy Facility,Southern Minnesota Mun P Agny,Southern Minnesota Mun P Agny,"Midcontinent Independent Transmission System Operator, Inc..",45.847778,-93.354167,LFG,BIOMASS,0.626,1.6
Soliloquoy Ridge LLC,Northern States Power Co - Minnesota,CHI Operations Inc,"Midcontinent Independent Transmission System Operator, Inc..",44.2364,-96.2331,WND,WIND,0.406,1.9
Solway Plant,Otter Tail Power Co,Otter Tail Power Co,"Midcontinent Independent Transmission System Operator, Inc..",47.544582,-95.129652,NG,GAS,0.094,51.3
South Fork Wind Farm,Great River Energy,"Enel Green Power NA, Inc.","Midcontinent Independent Transmission System Operator, Inc..",43.591111,-95.408333,WND,WIND,,13
South Generation,Redwood Falls Public Util Comm,Redwood Falls Public Util Comm,"Midcontinent Independent Transmission System Operator, Inc..",44.5331,-95.1122,DFO,OIL,0.004,6.6
Southeast Steam Plant,Xcel Energy Inc,Foster Wheeler Twin Cities,"Midcontinent Independent Transmission System Operator, Inc..",44.980833,-93.249722,NG,GAS,0.106,13
Southern Minnesota Beet Sugar,Renville-Sibley Coop Pwr Assn,Southern Minnesota Beet Sugar,"Midcontinent Independent Transmission System Operator, Inc..",44.796405,-95.179787,SUB,COAL,0.159,7.5
Spartan Hills LLC,Northern States Power Co - Minnesota,CHI Operations Inc,"Midcontinent Independent Transmission System Operator, Inc..",44.2358,-96.2383,WND,WIND,0.397,1.9
Spring Valley,Spring Valley Pub Utils Comm,Spring Valley Pub Utils Comm,"Midcontinent Independent Transmission System Operator, Inc..",43.6889,-92.3956,DFO,OIL,,7.9
Springfield (MN),Alliant Energy,Springfield Public Utils Comm - (MN),"Midcontinent Independent Transmission System Operator, Inc..",44.2447,-94.9758,DFO,OIL,0.001,13
Spruce Ridge Gas Recovery,Glencoe Light & Power Comm,WM Renewable Energy LLC,"Midcontinent Independent Transmission System Operator, Inc..",44.8158,-94.2489,LFG,BIOMASS,0.905,3.2
St Bonifacius,Northern States Power Co - Minnesota,Great River Energy,"Midcontinent Independent Transmission System Operator, Inc..",44.905026,-93.820761,DFO,OIL,0.001,61.2
St James,City of St James - (MN),City of St James - (MN),"Midcontinent Independent Transmission System Operator, Inc..",43.621667,-95.678889,DFO,OIL, -   ,12
St Paul Cogeneration,Northern States Power Co - Minnesota,St Paul Cogeneration LLC,"Midcontinent Independent Transmission System Operator, Inc..",44.942889,-93.096559,NG,GAS,0.536,37
St. Charles Power Plant,Dairyland Power Coop,City of St Charles - (MN),"Midcontinent Independent Transmission System Operator, Inc..",43.9742,-92.0597,DFO,OIL,0.001,8.8
St. Olaf StandBy Generators,Xcel Energy Inc,St. Olaf College,"Midcontinent Independent Transmission System Operator, Inc..",44.461111,-93.180833,DFO,OIL,0.003,4.1
St. Olaf Wind Turbine,Xcel Energy Inc,St. Olaf College,"Midcontinent Independent Transmission System Operator, Inc..",44.462222,-93.192778,WND,WIND,0.224,1.6
St. Paul Intl Airport Red & Blue Parking,Xcel Energy Inc,Ameresco Tempe,"Midcontinent Independent Transmission System Operator, Inc..",44.88,-93.21,SUN,SOLAR,,2.3
Stahl Wind Energy,Northern States Power Co - Minnesota,Stahl Wind Energy LLC,"Midcontinent Independent Transmission System Operator, Inc..",44.0256,-96.4303,WND,WIND,0.38,1.7
Stevens Community Medical Center,Otter Tail Power Co,Stevens Community Medical Center,"Midcontinent Independent Transmission System Operator, Inc..",45.585,-95.9042,DFO,OIL,,1
Sun River LLC,Northern States Power Co - Minnesota,CHI Operations Inc,"Midcontinent Independent Transmission System Operator, Inc..",44.4289,-96.4358,WND,WIND,0.367,1.9
Sunset Breeze LLC,Great River Energy,Wolf Wind Project,"Midcontinent Independent Transmission System Operator, Inc..",43.5811,-95.78,WND,WIND,0.346,1.3
Sylvan,"ALLETE, Inc.","ALLETE, Inc.","Midcontinent Independent Transmission System Operator, Inc..",46.305,-94.3775,WAT,HYDRO,0.693,1.8
Taconite Harbor Energy Center,"ALLETE, Inc.","ALLETE, Inc.","Midcontinent Independent Transmission System Operator, Inc..",47.5314,-90.9114,SUB,COAL,0.494,252
Taconite Ridge 1 Wind Energy Center,"ALLETE, Inc.","ALLETE, Inc.","Midcontinent Independent Transmission System Operator, Inc..",47.5747,-92.5917,WND,WIND,0.304,25
TG Windfarm LLC,Northern States Power Co - Minnesota,Edison Mission Energy,"Midcontinent Independent Transmission System Operator, Inc..",43.9897,-96.2236,WND,WIND,0.394,2
Thief River Falls,City of Thief River Falls,City of Thief River Falls,"Midcontinent Independent Transmission System Operator, Inc..",48.114262,-96.179176,WAT,HYDRO,0.041,6.5
Thomson,"ALLETE, Inc.","ALLETE, Inc.","Midcontinent Independent Transmission System Operator, Inc..",46.655,-92.3333,WAT,HYDRO,0.018,72.6
Thomson Reuters Campus Bldg A-D,Dakota Electric Association,Thomson Corp,"Midcontinent Independent Transmission System Operator, Inc..",44.8196,-93.1156,DFO,OIL,0.001,14
Thomson Reuters Data Center Bldg ES101,Dakota Electric Association,Thomson Corp,"Midcontinent Independent Transmission System Operator, Inc..",44.8244,-93.1139,DFO,OIL,0.002,1.2
Thomson Reuters Data Center Bldg H,Dakota Electric Association,Thomson Corp,"Midcontinent Independent Transmission System Operator, Inc..",44.8289,-93.1167,DFO,OIL,0.001,8
Tofteland Windfarm LLC,Northern States Power Co - Minnesota,Tofteland Windfarm LLC,"Midcontinent Independent Transmission System Operator, Inc..",43.980278,-96.223333,WND,WIND,0.392,2
Trimont Area Wind Farm,Great River Energy,Iberdrola Renewables Inc,"Midcontinent Independent Transmission System Operator, Inc..",43.7938,-94.8499,WND,WIND,0.418,100.5
Trishe Wind Minnesota,Xcel Energy Inc,Trishe Wind Minnesota,"Midcontinent Independent Transmission System Operator, Inc..",45.153889,-94.881111,WND,WIND,,340
Truman,Truman Public Utilities Comm,Truman Public Utilities Comm,"Midcontinent Independent Transmission System Operator, Inc..",43.828415,-94.436908,DFO,OIL, -   ,8.1
Tsar Nicholas LLC,Northern States Power Co - Minnesota,CHI Operations Inc,"Midcontinent Independent Transmission System Operator, Inc..",44.42,-96.4347,WND,WIND,0.387,1.9
Twin Cities Hydro LLC,Xcel Energy Inc,Twin Cities Hydro LLC,"Midcontinent Independent Transmission System Operator, Inc..",44.9156,-93.1994,WAT,HYDRO,0.654,18
Twin Lake Hills LLC,Northern States Power Co - Minnesota,CHI Operations Inc,"Midcontinent Independent Transmission System Operator, Inc..",44.2258,-96.2789,WND,WIND,0.409,1.9
Uilk Wind LLC,Xcel Energy Inc,Renew Energy Maintenance LLC,"Midcontinent Independent Transmission System Operator, Inc..",43.9811,-96.4269,WND,WIND,0.372,4.5
UMM Wind Turbine,University of Minnestoa Morris Campus,University of Minnestoa Morris Campus,"Midcontinent Independent Transmission System Operator, Inc..",45.5897,-95.877033,WND,WIND,0.414,1.7
